service,description,url,phone,url_phone
Margaret Winchester Enrichment Center for the Blind,"The Margaret Winchester Center for the Blind and Visually Impaired is located at 168 Sunny Slope Drive, Bridgeton, NJ 08302. The center provides day care services free of charge for legally blind individuals with specific visual impairments. There are prerequisites for using the services, as individuals must be determined as legally blind with visual acuity of 20/200 or less in the better eye or with a visual field of 20 degrees or less. No specific operating hours are mentioned in the provided information.",https://www.cumberlandcountynj.gov/mw-enrichment-center,8564515623,https://www.cumberlandcountynj.gov/mw-enrichment-center
"MARIA J BERNABE, MD","Location: 3548 Route 9 South, Old Bridge, NJ 08857  
Operating Hours: Immediate assistance via text between 9 am - 5 pm, other inquiries replied to the next business day.  
Prerequisites: Patients are responsible for deductibles, co-payments, and remaining balances; coverage varies by insurance provider.",https://www.dermatologyassociatesnj.com/provider/maria-joyce-r-bernabe-md,7326796300,https://www.dermatologyassociatesnj.com/provider/maria-joyce-r-bernabe-md
Market Street Mission,"Locations: 
- 9 Market Street, Morristown, NJ 07960
- 701 Memorial Drive, Asbury Park, NJ 07712
- 274 Spring Street, Newton, NJ 07860

Operating Hours: Not specified.

Prerequisites: Not specified.",https://www.marketstreet.org/,9735380431,https://www.marketstreet.org/market-street-mission-contact/
market streetmission,"Locations: 
- Morristown, NJ: 9 Market Street, Morristown, NJ 07960 (Phone: 973-538-0431)
- Asbury Park, NJ: 701 Memorial Drive, Asbury Park, NJ 07712 (Phone: 732-988-0242)
- Newton, NJ: 274 Spring Street, Newton, NJ 07860 (Phone: 973-538-5854)

Operating Hours: Not specified.

Prerequisites: No specific prerequisites mentioned for using the services.",https://www.marketstreet.org/,9735380431,https://www.marketstreet.org/market-street-mission-contact/
Mars & Venus Counseling Center,"**Locations:** Hackensack, Ramsey, Parsippany (in-person); Teaneck, Oradell, Manhattan, Denville, Paramus (virtual only).  

**Operating Hours:** Daytime, evening, and weekend hours available.  

**Prerequisites:** Most insurances welcomed, free insurance clarification, and claims submitted for you. No specific identification requirements mentioned.",https://counselinginnorthnj.com/,2014674173,https://counselinginnorthnj.com/
"Mary Wunnenberg ED, D, MSN, RN, CNE","Location: 530 Federal Street, Room 340, Camden, NJ 08102  
Operating Hours: Not specified  
Prerequisites: No specific prerequisites mentioned; however, general information may imply a need for academic identification when engaging with academic programs.",https://nursing.camden.rutgers.edu/profile/wunnenma,8562252359,https://nursing.camden.rutgers.edu/profile/wunnenma
Maryville Rehabilitation Center,"The 988 Lifeline Pre-Chat Survey website does not provide specific information about location, operating hours, or prerequisites such as identification requirements.",https://988lifeline.org/chat,8558233428,https://www.maryvillenj.org/
Maywood Public Library,"Location: 459 Maywood Avenue, Maywood, NJ 07607  
Operating Hours:  
- Monday to Wednesday: 10:00 a.m. - 8:00 p.m.  
- Thursday to Friday: 10:00 a.m. - 5:30 p.m.  
- Saturday: 10:00 a.m. - 4:30 p.m.  
- Sunday: Closed  
- July & August Saturday: 10:00 a.m. - 2:00 p.m.  
Prerequisites: No specific prerequisites mentioned.",https://www.maywoodpubliclibrary.com/,2018452915,https://www.maywoodpubliclibrary.com/
Meadowlands Museum,"The Meadowlands Museum is located at 91 Crane Avenue, Rutherford, NJ. It is open on most Saturdays from 10 a.m. to 4 p.m. No specific prerequisites or forms of identification are mentioned for visiting the museum.",https://www.meadowlandsmuseum.com/,,https://www.meadowlandsmuseum.com/
Meals - On - Wheels of Morristown,"Morristown Meals on Wheels delivers nutritious meals to individuals in the greater Morristown, NJ area who cannot shop or prepare food for themselves. The service operates in Morristown, Morris Township, and Morris Plains. No specific operating hours are mentioned, but they can be contacted at 973-532-2706. To be eligible for meals, individuals must be unable to shop or cook for themselves, which implies a potential prerequisite of demonstrating this need.",https://morristownmeals-on-wheels.org/,9735322706,https://morristownmeals-on-wheels.org/
Meals on Wheels,"Location: 32 Pascack Road, 2nd Floor, Woodcliff Lake, NJ 07677  
Operating Hours: 24 hours  
Prerequisites: An online application form is required to apply for meal delivery services.",https://mealsonwheelsnorthjersey.org/,2013580050,https://mealsonwheelsnorthjersey.org/contact/
Meals On Wheels of Mercer County,"Location: 320 Hollowbrook Dr, Ewing, NJ 08638  
Operating Hours: Not specified  
Prerequisites: A meal delivery application form is required to use the service.",https://www.mealsonwheelsmercer.org/,6096953483,https://www.mealsonwheelsmercer.org/
Medicaid Programs,"New Jersey's NJ FamilyCare/Medicaid program provides public health care coverage for various groups, including children, adults, pregnant women, and individuals aged 65 and older or those deemed blind or disabled. To qualify, individuals can use NJHelps.org for basic screening or apply directly online, by calling 1-800-701-0710 (TTY: 711), or by visiting local County Social Services Agencies. The operating hours for phone applications are Monday and Thursday from 8:00 A.M. to 8:00 P.M. and Tuesday, Wednesday, and Friday from 8:00 A.M. to 5:00 P.M. (with live translators available). Prerequisites for using the program include the need to apply for eligibility, with options available for immediate assistance through the Presumptive Eligibility program.",https://www.nj.gov/humanservices/dmahs/clients/medicaid/,18007010710,https://www.nj.gov/humanservices/dmahs/clients/medicaid/
Medical Day Care (Catholic Charities Diocese of Paterson),"Location: 182 First Street, Passaic, NJ 07503  
Operating Hours: Not specified  
Prerequisites: Not specified, but typically, those with special medical needs may require a form of identification or other documentation for services.  ",https://ccpaterson.org/medical-daycare-1,9734056675,https://ccpaterson.org/medical-daycare-1
Medicare Part D: Low Income Subsidy (LIS),"The Division of Aging Services is located in Trenton, New Jersey, at 222 South Warren Street, PO Box 700. Operating hours are not specified on the website. To access assistance programs for Medicare costs, individuals may need to provide identification and meet specific income and asset limits to qualify for various savings programs, such as the Medicare Savings Program and Low Income Subsidy.",https://www.nj.gov/humanservices/doas/assistance/medicare/cost.shtml,2013367400,https://www.nj.gov/humanservices/doas/assistance/medicare/cost.shtml
Medication Assistance,"Location: Trenton, NJ  
Operating Hours: Not specified  
Prerequisites: Information suggests that beneficiaries of the Pharmaceutical Assistance to the Aged and Disabled (PAAD) program and the Senior Gold Prescription Discount program may need to be enrolled and possibly provide identification to access benefits, but specific details are not provided.",https://www.nj.gov/humanservices/doas/services/q-z/ship/medicare_drug.shtml,18007929745,https://www.nj.gov/humanservices/doas/services/l-p/paad/
Medication Clinic,,,,
Meet UP,,https://www.meetup.com/find/us--new-jersey/,,https://www.meetup.com/find/us--new-jersey/
"Megdad Zaatreh, MD","Location: 
- Epilepsy & Neurology Group, 432 Ganttown Road, Suite 102, Sewell, NJ 08080 
- Epilepsy and Neurology Group, 901 West Main Street, Suite 240A, Freehold, NJ 07728 

Operating Hours: Not specified.

Prerequisites: No specific information found regarding identification or prerequisites to using the services.",https://www.centrastate.com/find-a-physician/megdad-zaatreh-md-epileptologist/,7324148585,https://doctors.hackensackmeridianhealth.org/provider/megdad-m-zaatreh/2453183
memory park,"Location: 111 Moran Street, Newton, NJ 07860  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://www.newtontownhall.com/facilities/facility/details/Memory-Park-6,9733833521,https://www.newtontownhall.com/facilities/facility/details/Memory-Park-6
Men's Residential Treatment (S&N),"The 988 Lifeline Pre-Chat Survey provides a service for individuals seeking emotional support. The location is not explicitly mentioned, as it operates as a national hotline accessible via phone or online. The operating hours are not specified, but the 988 Lifeline is generally available 24/7. There are no prerequisites mentioned for using the service, such as identification requirements.",https://988lifeline.org/chat,,https://cspnj.my.site.com/countydatabase/s/resource/a1S4N000006njRyUAI/mens-residential-treatment-sn
Mental Health America,"The Mental Health Association of NJ is located at 673 Morris Ave., Suite 100, Springfield, NJ 07081. It operates a call center offering emotional support and information daily from 8am to 8pm. There are no specific prerequisites mentioned for using their services, such as needing a form of identification.",https://www.mhanj.org/,8003678850,https://arc.mhanational.org/user/mhanewjersey
Mental Health America (MHA) Webinars,"Location: 500 Montgomery Street, Suite 820, Alexandria, VA 22314  
Operating Hours: Not specified  
Prerequisites: Not specified  ",https://mhanational.org/mha-webinars,8003678850,https://arc.mhanational.org/user/mhanewjersey
Mental Health Clinic of Passaic,"The Mental Health Center of Passaic is located at multiple addresses in Clifton and Passaic, NJ, including 35 Orange Ave, 1451 Van Houten Ave, 111 Lexington Ave, 185 Paulison Ave, 124 Gregory Ave, and 108-114 Hoover Ave. There is no specific information provided regarding operating hours. Prerequisites for using their services may include contacting them either by phone at 973-473-2775 or completing a contact form to request information, but no specific identification requirements are mentioned.",https://mhcp.org/,9734732775,https://mhcp.org/
Mental Health Urgent Care - Acenda Integrated Health,"EISS is located at 200 Holly Dell Drive, Sewell, NJ 08080 and 128 Crest Haven Road, Cape May Court House, NJ 08210. Operating hours are Monday-Friday: 9 am-7 pm in Sewell and Monday-Friday: 9 am-8 pm in Cape May Court House, with weekend hours of 9 am-5 pm on Saturday-Sunday in Sewell. Individuals 18 and older experiencing an emotional, behavioral, situational, or psychiatric event are eligible for services. No specific prerequisites or forms of identification are mentioned for accessing the services.",https://acendahealth.org/eiss/,8564948160,https://acendahealth.org/eiss/
